epoch,lr,train_loss,train_acc,val_loss,val_acc,val_macro_f1,val_micro_f1,best_ckpt,last_ckpt
1,0.0001,1.6461005200590733,0.4305324051377586,1.3955010329026443,0.5206153846153846,0.5032409837820994,0.5206153846153846,outputs/ablation_study_results/D1/checkpoints/best.pt,
2,0.0001,1.3079263716074097,0.5380919698009609,1.3353007711263802,0.5532307692307692,0.5402982505636214,0.5532307692307692,outputs/ablation_study_results/D1/checkpoints/best.pt,
3,0.0001,1.1944766026090694,0.5753505245612315,1.300025406397306,0.5415384615384615,0.5326853690164457,0.5415384615384615,,
4,0.0001,1.0937008317609267,0.608098833218943,1.28441342485868,0.5470769230769231,0.5365839080823656,0.5470769230769231,,
5,0.0001,1.0242650959524224,0.6268261594273948,1.2689026258908784,0.5686153846153846,0.5467696595925515,0.5686153846153846,outputs/ablation_study_results/D1/checkpoints/best.pt,outputs/ablation_study_results/D1/checkpoints/last_005.pt
6,0.0001,0.9393478992207633,0.6594764192567899,1.2645050605627206,0.5766153846153846,0.5689538136681368,0.5766153846153846,outputs/ablation_study_results/D1/checkpoints/best.pt,
7,0.0001,0.8675060367885787,0.6852632611040298,1.2590723554904644,0.5723076923076923,0.5670268869111224,0.5723076923076923,,
8,0.0001,0.7709922673176499,0.7130110795175998,1.3654859192921565,0.5563076923076923,0.5482994836243037,0.5563076923076923,,
9,0.0001,0.6877564842449192,0.7537013432689479,1.43574179150508,0.5403076923076923,0.539605751042307,0.5403076923076923,,
10,0.0001,0.5860900687392944,0.787135993724875,1.4686536002525916,0.5673846153846154,0.5583265400423629,0.5673846153846154,,outputs/ablation_study_results/D1/checkpoints/last_010.pt
11,0.0001,0.4994325801804669,0.8196882047259535,1.6317013893861037,0.5433846153846154,0.5374853883462749,0.5433846153846154,,
12,1e-05,0.40937374406134874,0.8528287086969311,1.7717132775233342,0.5273846153846153,0.5280412807040995,0.5273846153846153,,
13,1e-05,0.23277348957584001,0.9182272771840376,1.7085363553854136,0.56,0.5638187841039223,0.56,,
14,1e-05,0.16419480614351728,0.9481321698205707,1.7760645456314086,0.5526153846153846,0.5565479260752458,0.5526153846153846,,
15,1e-05,0.14268630156418613,0.9553877831159918,1.778367181998033,0.5587692307692308,0.5643540096281744,0.5587692307692308,,outputs/ablation_study_results/D1/checkpoints/last_015.pt
16,1e-05,0.1128641552569317,0.9670555936856554,1.8713383984932532,0.5532307692307692,0.5588114372885363,0.5532307692307692,,
17,1e-05,0.10373568557570267,0.9691146190803019,1.9304577899345985,0.5618461538461539,0.563181988441082,0.5618461538461539,,
18,1.0000000000000002e-06,0.09048725743146606,0.9726443768996961,1.9529158574617826,0.5587692307692308,0.5597467621804846,0.5587692307692308,,
19,1.0000000000000002e-06,0.08114561279745286,0.9767624276889891,1.954591794380775,0.556923076923077,0.558757178518496,0.556923076923077,,
20,1.0000000000000002e-06,0.06993189331132041,0.9812726737915481,1.9586644576879648,0.5556923076923077,0.5585905602859856,0.5556923076923077,,outputs/ablation_study_results/D1/checkpoints/last_020.pt
21,1.0000000000000002e-06,0.06933598581042953,0.9794097460535347,1.965863163287823,0.5575384615384615,0.5599614998012732,0.5575384615384615,,
22,1.0000000000000002e-06,0.0710903979945281,0.9798019413668007,1.968169330596924,0.5606153846153846,0.5635428304643305,0.5606153846153846,,
23,1.0000000000000002e-06,0.06869664659090095,0.9804882831650161,1.9743112526673536,0.5544615384615385,0.5558153949477433,0.5544615384615385,,
24,1.0000000000000002e-07,0.06686777874852223,0.9810765761349152,1.9795239178584172,0.5593846153846154,0.5608888018521375,0.5593846153846154,,
25,1.0000000000000002e-07,0.05919054766008522,0.9838219433277773,1.9793691719495332,0.5587692307692308,0.560561651234307,0.5587692307692308,,outputs/ablation_study_results/D1/checkpoints/last_025.pt
26,1.0000000000000002e-07,0.06695114587355927,0.9815668202764977,1.9792652345070472,0.5593846153846154,0.5613329939024021,0.5593846153846154,,
27,1.0000000000000002e-07,0.06324205387002733,0.9807824296499656,1.9797271122565636,0.5581538461538461,0.5600379386125953,0.5581538461538461,,
28,1.0000000000000002e-07,0.062422786814012074,0.9814687714481812,1.9799945449829102,0.5575384615384615,0.560171303487459,0.5575384615384615,,
29,1.0000000000000002e-07,0.0669540877286237,0.9818609667614472,1.98002013866718,0.556923076923077,0.5596081038391635,0.556923076923077,,
30,1.0000000000000004e-08,0.06460825631787455,0.9816648691048142,1.9798753640101505,0.556923076923077,0.5594472083795697,0.556923076923077,,outputs/ablation_study_results/D1/checkpoints/last_030.pt
