252,41,1,0,0,0,0,0,0,0,0,1,0,4,0,0,1
23,253,1,1,1,0,1,0,4,0,3,2,5,0,0,0,6
2,1,186,13,9,16,39,0,3,9,3,13,1,0,0,3,2
3,4,44,120,39,4,2,12,5,7,4,0,31,3,1,14,7
1,3,33,67,88,2,3,18,18,6,4,1,43,2,0,9,2
1,1,50,27,5,68,130,0,1,7,1,7,0,1,0,1,0
0,0,25,0,2,14,150,0,3,27,3,76,0,0,0,0,0
0,1,0,4,14,0,0,258,10,0,1,0,6,1,1,0,4
0,7,6,12,12,0,2,5,183,11,46,1,8,2,0,3,2
1,0,12,6,3,1,0,1,24,189,56,4,2,0,0,0,1
0,6,7,16,7,0,5,1,96,46,105,3,4,1,0,3,0
1,0,6,2,0,0,40,12,7,6,4,222,0,0,0,0,0
2,3,0,35,50,0,0,11,9,0,3,0,170,4,1,8,4
16,3,1,8,10,0,0,5,20,0,5,0,15,141,13,43,20
2,3,1,4,3,0,0,6,1,1,0,0,4,10,182,52,31
5,6,3,27,10,0,0,15,5,3,1,0,14,21,57,124,9
2,9,0,5,2,0,0,4,8,0,0,0,9,3,12,3,243
