254,27,1,0,1,0,1,0,0,0,0,0,0,9,1,2,4
28,216,1,2,9,0,0,0,16,4,3,0,2,0,4,4,11
1,1,178,8,13,56,18,0,3,3,5,9,0,1,0,2,2
1,4,43,88,48,12,1,8,9,5,12,0,40,2,5,17,5
1,4,32,61,96,3,1,10,16,2,15,1,43,0,2,8,5
1,0,37,23,2,154,68,0,0,5,0,8,1,0,0,1,0
0,0,28,1,0,47,133,0,3,13,3,71,0,0,0,1,0
0,1,0,10,6,0,0,246,3,2,2,0,12,3,2,9,4
0,4,7,4,19,1,2,2,146,8,82,1,9,6,1,6,2
1,0,12,1,6,3,3,1,25,179,60,4,3,0,0,2,0
0,3,9,14,11,3,5,2,66,43,125,2,6,8,0,3,0
1,0,15,2,0,6,35,11,6,3,4,217,0,0,0,0,0
2,0,1,34,47,0,0,12,11,0,11,0,159,3,1,14,5
12,4,1,7,13,0,0,0,19,0,2,0,12,170,16,33,11
3,1,0,8,5,1,0,0,0,0,0,0,2,15,197,58,10
3,2,3,19,12,2,0,5,1,2,5,0,18,32,71,121,4
3,4,0,3,3,0,0,1,7,1,3,0,7,6,18,7,237
