0.846667,0.093333,0.013333,0.000000,0.000000,0.000000,0.006667,0.000000,0.003333,0.003333,0.000000,0.000000,0.000000,0.013333,0.010000,0.000000,0.010000
0.046667,0.726667,0.000000,0.020000,0.006667,0.000000,0.000000,0.006667,0.033333,0.003333,0.036667,0.003333,0.036667,0.010000,0.040000,0.000000,0.030000
0.020000,0.010000,0.650000,0.026667,0.006667,0.166667,0.053333,0.000000,0.013333,0.020000,0.010000,0.020000,0.000000,0.000000,0.000000,0.003333,0.000000
0.006667,0.023333,0.183333,0.450000,0.056667,0.010000,0.000000,0.023333,0.020000,0.020000,0.020000,0.000000,0.100000,0.010000,0.023333,0.010000,0.043333
0.013333,0.013333,0.146667,0.333333,0.170000,0.010000,0.000000,0.016667,0.050000,0.006667,0.023333,0.003333,0.133333,0.020000,0.006667,0.023333,0.030000
0.013333,0.000000,0.183333,0.056667,0.000000,0.580000,0.103333,0.000000,0.000000,0.023333,0.003333,0.033333,0.000000,0.000000,0.000000,0.003333,0.000000
0.003333,0.000000,0.120000,0.000000,0.000000,0.203333,0.406667,0.000000,0.000000,0.050000,0.010000,0.206667,0.000000,0.000000,0.000000,0.000000,0.000000
0.003333,0.003333,0.000000,0.013333,0.026667,0.000000,0.000000,0.886667,0.013333,0.003333,0.000000,0.000000,0.016667,0.000000,0.006667,0.023333,0.003333
0.003333,0.040000,0.016667,0.036667,0.026667,0.006667,0.003333,0.013333,0.553333,0.053333,0.156667,0.003333,0.030000,0.036667,0.000000,0.003333,0.016667
0.003333,0.003333,0.046667,0.026667,0.003333,0.003333,0.003333,0.006667,0.063333,0.673333,0.143333,0.013333,0.003333,0.000000,0.000000,0.003333,0.003333
0.000000,0.003333,0.043333,0.043333,0.000000,0.003333,0.010000,0.013333,0.270000,0.186667,0.370000,0.013333,0.020000,0.010000,0.003333,0.000000,0.010000
0.000000,0.000000,0.060000,0.000000,0.000000,0.003333,0.116667,0.043333,0.010000,0.023333,0.016667,0.726667,0.000000,0.000000,0.000000,0.000000,0.000000
0.006667,0.016667,0.003333,0.160000,0.103333,0.000000,0.000000,0.026667,0.033333,0.000000,0.006667,0.000000,0.556667,0.016667,0.013333,0.026667,0.030000
0.046667,0.040000,0.010000,0.023333,0.056667,0.000000,0.000000,0.003333,0.030000,0.003333,0.013333,0.000000,0.043333,0.430000,0.096667,0.100000,0.103333
0.010000,0.016667,0.000000,0.023333,0.006667,0.000000,0.000000,0.010000,0.006667,0.003333,0.000000,0.000000,0.013333,0.070000,0.626667,0.153333,0.060000
0.006667,0.010000,0.000000,0.083333,0.040000,0.003333,0.000000,0.033333,0.010000,0.013333,0.006667,0.000000,0.040000,0.130000,0.256667,0.290000,0.076667
0.010000,0.016667,0.000000,0.013333,0.020000,0.000000,0.000000,0.006667,0.033333,0.000000,0.003333,0.003333,0.043333,0.036667,0.080000,0.006667,0.726667
