0.900000,0.033333,0.000000,0.000000,0.003333,0.000000,0.003333,0.000000,0.003333,0.000000,0.000000,0.000000,0.000000,0.020000,0.010000,0.010000,0.016667
0.163333,0.653333,0.003333,0.010000,0.036667,0.000000,0.003333,0.000000,0.040000,0.000000,0.000000,0.000000,0.016667,0.006667,0.016667,0.036667,0.013333
0.010000,0.000000,0.596667,0.040000,0.026667,0.146667,0.100000,0.000000,0.006667,0.023333,0.010000,0.016667,0.003333,0.003333,0.000000,0.013333,0.003333
0.010000,0.000000,0.153333,0.350000,0.140000,0.026667,0.006667,0.030000,0.013333,0.013333,0.023333,0.000000,0.123333,0.003333,0.013333,0.060000,0.033333
0.006667,0.006667,0.120000,0.173333,0.283333,0.026667,0.006667,0.046667,0.053333,0.003333,0.020000,0.000000,0.196667,0.003333,0.003333,0.036667,0.013333
0.003333,0.000000,0.103333,0.080000,0.003333,0.543333,0.226667,0.000000,0.000000,0.010000,0.006667,0.020000,0.000000,0.000000,0.000000,0.003333,0.000000
0.000000,0.000000,0.056667,0.000000,0.003333,0.163333,0.556667,0.000000,0.006667,0.036667,0.000000,0.173333,0.000000,0.000000,0.000000,0.000000,0.003333
0.000000,0.000000,0.000000,0.006667,0.040000,0.000000,0.000000,0.846667,0.010000,0.000000,0.006667,0.000000,0.040000,0.006667,0.003333,0.030000,0.010000
0.000000,0.006667,0.006667,0.013333,0.070000,0.000000,0.020000,0.010000,0.610000,0.013333,0.146667,0.006667,0.033333,0.023333,0.000000,0.023333,0.016667
0.006667,0.000000,0.046667,0.016667,0.006667,0.010000,0.013333,0.006667,0.076667,0.560000,0.233333,0.006667,0.006667,0.003333,0.000000,0.006667,0.000000
0.000000,0.010000,0.046667,0.043333,0.040000,0.003333,0.023333,0.003333,0.293333,0.110000,0.363333,0.010000,0.020000,0.010000,0.000000,0.016667,0.006667
0.006667,0.003333,0.036667,0.003333,0.003333,0.026667,0.176667,0.036667,0.026667,0.006667,0.000000,0.670000,0.000000,0.000000,0.000000,0.003333,0.000000
0.010000,0.003333,0.003333,0.086667,0.156667,0.000000,0.000000,0.046667,0.033333,0.000000,0.006667,0.000000,0.556667,0.023333,0.006667,0.053333,0.013333
0.026667,0.000000,0.000000,0.016667,0.070000,0.000000,0.000000,0.000000,0.040000,0.000000,0.016667,0.000000,0.020000,0.536667,0.093333,0.130000,0.050000
0.006667,0.006667,0.000000,0.013333,0.010000,0.000000,0.000000,0.006667,0.000000,0.003333,0.000000,0.000000,0.006667,0.033333,0.710000,0.180000,0.023333
0.013333,0.006667,0.003333,0.050000,0.050000,0.006667,0.000000,0.020000,0.013333,0.010000,0.000000,0.000000,0.050000,0.053333,0.240000,0.470000,0.013333
0.006667,0.006667,0.000000,0.010000,0.013333,0.000000,0.000000,0.006667,0.023333,0.000000,0.010000,0.000000,0.016667,0.023333,0.103333,0.016667,0.763333
