0.863333,0.070000,0.000000,0.000000,0.003333,0.000000,0.003333,0.000000,0.003333,0.003333,0.000000,0.003333,0.000000,0.026667,0.003333,0.000000,0.020000
0.036667,0.860000,0.000000,0.013333,0.010000,0.000000,0.000000,0.000000,0.026667,0.000000,0.013333,0.000000,0.006667,0.010000,0.006667,0.010000,0.006667
0.006667,0.003333,0.606667,0.053333,0.020000,0.193333,0.043333,0.000000,0.006667,0.020000,0.006667,0.026667,0.000000,0.003333,0.000000,0.010000,0.000000
0.006667,0.010000,0.143333,0.443333,0.110000,0.026667,0.000000,0.026667,0.006667,0.023333,0.030000,0.000000,0.093333,0.006667,0.010000,0.043333,0.020000
0.006667,0.006667,0.120000,0.200000,0.353333,0.010000,0.003333,0.036667,0.046667,0.010000,0.030000,0.000000,0.116667,0.020000,0.003333,0.026667,0.010000
0.003333,0.000000,0.123333,0.053333,0.020000,0.633333,0.110000,0.000000,0.000000,0.023333,0.003333,0.023333,0.000000,0.000000,0.000000,0.006667,0.000000
0.000000,0.000000,0.076667,0.003333,0.000000,0.213333,0.473333,0.000000,0.003333,0.046667,0.003333,0.180000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.010000,0.036667,0.000000,0.000000,0.890000,0.003333,0.003333,0.003333,0.003333,0.013333,0.003333,0.010000,0.023333,0.000000
0.003333,0.016667,0.013333,0.030000,0.033333,0.006667,0.010000,0.013333,0.580000,0.026667,0.190000,0.006667,0.026667,0.020000,0.000000,0.020000,0.003333
0.003333,0.000000,0.026667,0.016667,0.006667,0.013333,0.010000,0.006667,0.066667,0.636667,0.180000,0.016667,0.006667,0.000000,0.000000,0.006667,0.003333
0.000000,0.020000,0.033333,0.046667,0.010000,0.010000,0.013333,0.010000,0.256667,0.176667,0.373333,0.010000,0.016667,0.016667,0.000000,0.006667,0.000000
0.006667,0.000000,0.050000,0.000000,0.000000,0.026667,0.123333,0.026667,0.003333,0.013333,0.020000,0.726667,0.000000,0.000000,0.000000,0.003333,0.000000
0.003333,0.006667,0.003333,0.123333,0.130000,0.000000,0.000000,0.040000,0.043333,0.000000,0.000000,0.000000,0.573333,0.016667,0.006667,0.043333,0.010000
0.030000,0.003333,0.003333,0.016667,0.040000,0.000000,0.000000,0.003333,0.050000,0.000000,0.016667,0.000000,0.033333,0.620000,0.050000,0.096667,0.036667
0.006667,0.003333,0.000000,0.013333,0.010000,0.000000,0.003333,0.013333,0.003333,0.000000,0.003333,0.000000,0.003333,0.066667,0.653333,0.200000,0.020000
0.006667,0.010000,0.000000,0.053333,0.050000,0.006667,0.000000,0.033333,0.016667,0.013333,0.003333,0.000000,0.046667,0.060000,0.220000,0.473333,0.006667
0.010000,0.030000,0.000000,0.010000,0.010000,0.000000,0.000000,0.006667,0.030000,0.000000,0.003333,0.003333,0.013333,0.030000,0.073333,0.013333,0.766667
